T_C,phi_A,phi_B,phi_p_a,phi_p_b,psi1_a,psi1_b,psi2_a,psi2_b,muE_a,muE_b,muL_a,muL_b,muF_a,muF_b
26.02040816326531,6.996169135163978,19.205017332054375,6.792138220508478,18.992175877213636,0.4005631880342332,8.017054054858098,0.12973147814956884,0.1040462473288023,0.01781876551911549,-0.8922010283361193,0.05882238576513732,0.02640924037207759,0.030039276002870485,0.011206796747080581
26.42857142857143,7.270231804456465,20.31402378809485,7.063838475313377,20.076028552634003,0.34900710550385505,8.028500000000001,0.13009255041099974,0.10681039007315324,0.016585011331582925,-1.115640757439019,0.059099925551855836,0.02803121489539462,0.029218296803415034,0.011854697000300006
26.836734693877553,7.530105748066999,21.397518688960336,7.321931537688965,21.130777889003223,0.29837882817893546,8.02901716546677,0.1299371127535755,0.10953449052564529,0.015452471937129423,-1.3208216053337507,0.05914545562305751,0.029906213307287655,0.028431597496709426,0.012623330828531676
27.244897959183675,7.773347336111417,22.434556793983322,7.56378740602222,22.134914715210453,0.25106326496731723,8.018319955970728,0.1292645848030482,0.11220460922766778,0.014411585619989911,-1.5082175868998977,0.058977731012961776,0.03206090480596188,0.02770568748697877,0.013537078530822793
27.653061224489797,7.9974120228195975,23.402026127549224,7.78663093377715,23.0646394424667,0.208593425814703,7.996122776224194,0.12807952627304847,0.11480511043465391,0.013453814731365076,-1.6782475243746626,0.0586200323170325,0.034525099256240116,0.027069613396997094,0.014627875971099179
28.06122448979592,8.199654346535524,24.27505408959242,7.987545405244818,23.894225180185078,0.17166427052568328,7.962140030939491,0.12639176129870344,0.11731865409791009,0.012571522456771669,-1.8312827137167966,0.05810016569197529,0.037332064325228786,0.02655495906808003,0.015938115027188993
28.46938775510204,8.377327929717334,25.027553210943626,8.163478702396313,24.596499673898247,0.14031691954112152,7.916086124828942,0.12421645717960902,0.11972619820433489,0.011757866127236258,-1.9676538047228211,0.057450462855745066,0.04051888223972669,0.026195845560085584,0.017524995131840256
28.877551020408163,8.52758547893716,25.632908654968443,8.311252460851602,25.14343552014016,0.11417200818074373,7.85767546260487,0.12157415427920866,0.12200701147407217,0.011006704618472064,-2.0876570298631147,0.05670778108754426,0.04412685671612038,0.0260289311514178,0.0194672336815791
29.285714285714285,8.647478784881265,26.06480337425353,8.42757461389069,25.50682240882214,0.09263403549811153,7.786622448979596,0.11849074382728675,0.12413869641600911,0.010312517780341915,-2.1915599007315985,0.05591350322782418,0.04820198372546275,0.026093411339025208,0.02187575372926114
29.693877551020407,8.733958722350069,26.298169661092157,8.509055710567086,25.658969589902945,0.07503718565671343,7.702641488665439,0.11499739037272097,0.12609722274120094,0.009670336167652846,-2.2796064782383514,0.055113537678275204,0.052795503858883236,0.026431018838398712,0.024911369451123287
30.10204081632653,8.783875250257966,26.31024781416306,8.55222936401218,25.573341230635542,0.06073400913527731,7.6054469863747265,0.11113039563332631,0.12785697113421912,0.00907567961544402,-2.352022312855434,0.0543583184018428,0.05796455950271359,0.027086023583576258,0.028815420592939126
30.510204081632654,8.793977411633527,26.08172396293058,8.55357713558831,25.224936992097298,0.04914080752138091,7.494753346819779,0.10693100048967219,0.12939078738232612,0.008524503427765118,-2.4090191440828876,0.0537028049227124,0.06377298731962297,0.02810523272713583,0.03396587159372119
30.918367346938776,8.760913333619378,25.597909987732965,8.509558086507855,24.590028854953307,0.03975488923942349,7.370274974712919,0.10244512186984822,0.13067004686262002,0.008013151136872987,-2.450799443657086,0.05320648232632008,0.07029228638574989,0.029537990640201794,0.04098739121961777
31.3265306122449,8.681230227472259,24.849919250175997,8.416643128250405,23.644357566484945,0.03215569637333292,7.2317262747664675,0.0977230212721825,0.13166472938702567,0.007538312946589034,-2.4775608847934896,0.05293336125935033,0.07760281581235534,0.0314361789124421,0.05098728862905936
31.73469387755102,8.551374388563014,23.835782875492402,8.271354174804596,22.35741961499777,0.02599788011708134,7.078821651692749,0.09281890167261952,0.13234350440522508,0.007096989104769417,-2.4895008199509308,0.05295197792972717,0.08579529435497346,0.03385421635206831,0.06612405572523772
32.14285714285714,8.367691196376494,22.561443048450055,8.070307942952743,20.67539357232309,0.021001194215379153,6.911275510204087,0.0877904295639379,0.13267382656543247,0.006686457559927389,-2.486820852340652,0.053335394106625245,0.0949727007483121,0.03684905898583912,0.09122193826828555
32.55102040816327,8.12642511451173,21.04155271423646,7.810264062738067,18.462930920739428,0.01693986960130187,6.728802255012793,0.08269817887353378,0.13262204163312014,0.006304245349664986,-2.4697315919137566,0.05416119712046674,0.10525271092466659,0.04048020005905195,0.1396648129469228
32.95918367346939,7.823719690681838,19.300005814958297,7.4881769522822355,15.229860414826502,0.013632767549425093,6.531116290831202,0.07760499350681693,0.1321535027676114,0.0059481032467030275,-2.4384576952193955,0.05551149986292003,0.11677086252786742,0.04480967003555336,0.2672477152955024
33.36734693877551,7.455617556714001,17.37011942435604,7.101250685134766,7.323171911899987,0.010934828276545757,6.317932022371634,0.07257526526308905,0.13123269715657432,0.0056159832543863746,-2.3932433008794063,0.05747294078689791,0.12968471723091568,0.04990203659772796,1.371939322649246
33.775510204081634,7.0180604285494645,15.294389641555435,6.646995842930042,0.01527911053102441,0.008729919632142116,6.088963854346405,0.06767412387082813,0.12982338300842705,0.005306018599589446,-2.3343579892391073,0.060136683906568233,0.14417941197128636,0.05582440464651384,1000.0
34.183673469387756,6.506889106243602,13.123747737610808,6.123287112651547,0.013110637100510298,0.006924993672213634,5.843926191467846,0.06296653588937824,0.12788873690259828,0.005016505918602838,-2.2621034170790546,0.0635984187973282,0.16047517586410348,0.06264641630138179,1000.0
34.59183673469388,5.917843473965963,10.916252782328671,5.528420170101433,0.010905347434893778,0.005445380677198687,5.582533438448266,0.05851630922378938,0.125391511497767,0.004745889372205317,-2.1768208075371245,0.06795836059583937,0.17883768243330955,0.07044025090035533,1000.0
35.0,5.246562499999955,8.735172884440237,4.861166205035836,0.008726446438002234,0.004231033074770593,5.304500000000001,0.054384999999998185,0.12229420359789717,0.004492746460838975,-2.0788995135299464,0.07332125000000111,0.199592581866812,0.0792806250000001,1000.0
